ID,Upvotes
105490,25.8
400015,23.2
376091,16.7
169994,9.3
447639,46.9
371187,11.9
90597,16.1
142364,9.5
337332,335.8
381967,500.9
333824,24.0
148970,57.6
164926,38.3
283475,100.1
385738,41.1
351580,38.2
252511,46.7
74994,17.9
181215,26.4
175240,13.1
326299,61.6
147014,43.9
43,28.3
168852,120.0
139899,159.7
92827,20.0
165023,12.8
65135,107.6
438924,9.6
124065,57.7
468868,16.4
395456,5.4
80156,438.9
279666,88.4
255179,285.9
30329,16.3
351240,14.1
330034,175.2
12342,6.5
327306,100.2
110149,14.6
368744,7.0
96337,76.1
343321,5.8
79366,31.9
199920,10.2
22910,163.8
446787,30.2
367361,8.4
272292,46.0
333092,15.3
192137,864.1
82097,70.2
98490,1968.5
114358,197.1
405496,41.4
464141,11.6
34565,22.1
446335,32.7
38895,66.7
326932,173.5
461640,22.6
386626,12.5
217886,26.8
321498,13.6
247211,3778.9
25731,115.6
202584,7.4
99937,21.4
92509,22.1
306100,48.0
45223,35.7
72671,27.3
55616,19.5
398035,3.6
154437,29.1
468623,420.4
316964,7.2
232389,344.0
208692,16.3
64213,11.7
204826,37.4
296884,99.1
387856,2.9
52733,55.7
433114,72.1
57249,159.9
162316,21.0
422712,2.0
444109,4.3
349477,279.8
207955,19.2
128102,174.0
411957,6.7
294032,34.2
223753,14.2
357921,202.4
73844,9.3
365578,44.4
380793,10.8
185815,162.4
221374,449.4
218609,25.5
291475,4.0
237002,5.4
279871,57.8
232371,9.6
168273,24.4
75316,15.0
3824,12.8
438075,4.0
160250,58.8
380340,10.0
352801,131.1
434035,3532.8
149361,1384.1
204152,791.6
369459,130.9
351015,208997.9
305068,12.3
85319,5.0
27745,55.8
37261,6.9
368918,10.3
337189,5.3
3327,9.0
133421,26.6
30437,21.5
303572,1564.2
136054,333.7
312527,20.7
370874,13.6
140592,21.6
377841,284.6
71778,26.8
199950,24.3
190852,27.1
67830,35.2
208455,179.6
462157,30.8
228701,23.9
329939,344.8
440520,35.6
367764,74.8
127480,9.3
186438,37.9
200433,13.2
200134,100.5
275380,269.2
99675,59.4
307262,5.5
354584,13.3
402847,24.2
90838,8.4
152632,40.1
319489,204.5
270904,97.8
107095,239.6
338868,130.1
372699,34.1
443059,5.2
430108,366.5
165124,1.8
377542,230.8
399562,90.9
111046,23.2
174685,11.2
391584,28.3
174366,4.5
278958,8.3
115864,32.0
361314,1.5
421516,11.9
438082,103.8
100374,47.9
406729,9.0
220801,6.1
416422,4.2
211886,7.1
310911,558.0
267518,56.2
280059,347.3
366682,4.2
67621,53.3
192871,72.4
138413,8.9
119620,55.5
11743,80.8
428813,9.6
24097,533.0
196073,8.9
218231,18.2
22956,1035.5
384151,9.0
283952,348.8
39085,24.2
2991,21.2
171726,22.8
252146,69.4
324628,3.1
72747,7.9
302444,28.1
10388,34.3
354884,163.9
288553,22.1
93869,4.5
108902,310.5
22811,68.8
384417,358.3
238460,336.3
23802,64.3
422280,11.9
325172,88.2
172020,31.1
187953,5.2
188192,15.1
330904,16.8
284767,59.6
205553,25.1
168767,12.5
162077,38.1
133451,11.1
93947,7.4
428947,433.5
83780,155.9
439983,19.7
440957,47.0
279138,15.8
186943,1163.0
308365,62.9
19830,318.4
161385,19.6
290337,995.9
88664,735.6
54460,26.5
339332,30.6
168175,40.6
395119,79.2
189326,104.1
451957,396.5
38900,36.7
270094,13.9
18850,515.4
248185,18.0
436096,43.8
252096,22.3
401352,43.2
137528,22.0
463563,102.0
348067,619.7
225666,22.7
116407,50.4
195060,166.8
285841,6.8
3742,11.4
382299,3.6
198550,66.4
343916,26.7
163262,98.7
125884,72.1
97581,137.8
274997,240.1
239207,239.2
130824,891.9
45382,619.7
401828,246.0
382751,25.7
95025,96.5
107932,50.1
263896,33.8
384260,30.2
139494,37.1
156849,75.8
24318,99.8
370014,24.9
138088,280.8
459053,540.1
221251,3.6
349113,9.7
340987,9.3
457374,407.5
400443,61.6
62920,8.2
178234,31.8
253174,100.4
230748,4.0
20459,5.985
212486,13.3
267172,302.6
253230,12.8
336004,14.3
102400,35.5
371546,3439.3
312746,37.2
147182,10.1
111255,29.6
430362,5.2
78582,0.6
179489,17.1
162205,17.9
279719,18.6
273756,4029.0
217540,23.4
59132,68.4
4009,57.2
416917,3033.9
242710,13.0
131075,45.8
274995,13.9
272967,3.9
253851,4.3
20358,4.6
418242,129.4
134444,2272.9
257745,169.9
245057,50.5
410087,11.6
152121,1436.6
43641,81.6
453796,540.2
223879,6.4
351122,528.0
464067,1666.7
350083,250.5
79277,7.6
108719,32.5
453212,669.8
412138,164.6
124647,73.1
144036,3755.0
264360,3.8
389625,28.1
361215,9.1
78676,72.0
13014,40.0
469938,769.0
99080,437.5
275602,108.3
76205,222.2
248030,71.8
160464,70.1
217583,54.5
382988,39.8
176349,13.4
288133,40.1
334544,211.9
239481,37.9
358651,52.2
222577,2.4
249716,22.0
142936,5.1
58428,20.1
455377,1355.1
218295,65.4
232636,48.6
133591,3.9
72677,333.2
69364,90.1
78826,67.8
168471,803.6
453053,52.7
61703,234.0
275694,16.2
268511,179.7
5672,43.4
14332,15.7
40515,10.8
200927,13.1
205809,105.2
139471,24.6
240216,151.7
20713,9.8
115712,1399.2
403403,32.4
182073,12.1
372698,125.9
78718,60.1
417253,2.5
72328,494.4
395449,3.6
457430,24.7
433971,6.4
223854,14.7
389996,19.9
81076,9.8
450794,6.5
36684,10.0
261673,9.8
193042,74.2
31575,136.8
118716,6.0
471417,26.2
357501,44.3
23711,50.0
306463,73.7
375815,264.2
265063,239.2
21040,6.2
313742,11.9
189971,482.4
465651,34.7
457228,1.7
264416,9450.6
141028,123.6
223165,74.9
309747,603.3
31744,40.9
122012,132.1
364994,15.2
28910,51.5
453067,56.9
344159,16.4
406670,78.4
363709,329.5
278656,30.1
283676,150.6
35545,60.2
260236,6.5
192123,13.1
92604,2.1
55200,8.8
396999,161.2
421656,19.0
356745,50.8
326123,143.5
275406,219.5
38468,43.6
456363,119.0
219808,86.5
288518,24.9
200737,1017.5
268204,20.3
333629,4.6
147992,42.1
345452,161.5
141766,20.8
211660,37.1
202232,0.8
271731,4.3
319163,32.7
160884,511.7
218894,40.5
52247,1215.4
161708,5.0
187248,65.9
89364,4.6
154907,99.7
402253,6.9
150443,22.2
277332,3.3
446040,19.1
41219,60.3
2605,3.3
111997,131.7
163360,4.4
15766,20.5
73892,42.0
157157,58.2
443300,68.5
59200,7.8
204424,19.6
206561,119.2
422150,7.3
155171,83.8
236699,766.8
286932,82.5
104563,4.8
463437,352.1
54353,153.7
49746,9.0
275795,8.3
358546,12.7
136494,7.6
81280,46.5
457013,19.7
374254,20.3
214852,99.8
65323,225.5
158330,18.1
321791,64.5
355143,9.4
412349,144.2
85821,207.2
270726,34.5
99867,16.1
21754,48.5
29745,10.8
291222,23.9
444941,294.8
246522,40.3
217239,387.5
47577,15.1
270686,18.7
242875,765.7
229015,19.6
24659,7857.8
230076,39.0
201890,18.8
112052,63.7
148229,53.8
89925,30.7
78685,4.1
462934,23.0
285452,330.9
461218,19.8
418196,98.2
411997,2.0
48567,12.1
144332,306.6
292877,24.7
241049,60.0
6780,23.3
237162,29.2
235247,75.6
86510,43.9
249602,29.7
426689,7.5
570,12.9
206887,75.3
17865,14.3
39029,1.4
420914,200.6
408775,12867.8
206448,117.4
44034,21.0
406509,14.1
459605,182.5
321388,29.2
140562,75.1
175017,535.6
152710,32.1
62027,308.2
150584,25.9
150157,461.5
207687,95.3
117279,130.1
402733,13.2
128222,6.8
229165,1721.1
422855,808.3
37204,295.3
155538,25.0
13050,9.3
109631,507.9
459909,29.4
69179,104.9
279689,11.4
454972,350.3
363010,265.2
389170,9.3
212885,44.0
203956,35.7
413258,73.3
229263,22.5
382695,35.6
37888,31.4
461660,27.1
165254,27.3
296767,13.3
215540,69.9
158406,75.2
152415,8.6
46258,40.4
178008,909.9
284450,234.1
420345,7.9
14226,3.6
131999,54.0
305628,881.5
470446,3.9
374215,20.7
463377,73.7
425680,3.4
239840,22.8
123761,6.4
48426,77.4
97092,211.1
30566,18.7
401804,4.7
459688,43.1
181107,55.3
361488,104.5
3080,12.2
120497,270.6
268158,10.9
238759,43.5
168634,33.6
126318,36.5
126708,25.8
455633,246.5
218516,71.9
433983,11.2
272564,99.3
189311,60.8
103684,43.0
240523,411.5
1655,607.1
156660,548.5
76055,131.9
118799,8.1
194476,80.8
179366,426.0
386597,1163.9
65045,108.6
371908,21.7
51075,192.1
389402,16.4
139026,53.2
138998,257.2
428565,119.8
60188,38.3
385379,252.4
132415,53.2
115963,34.9
317292,4.6
357167,95.2
91299,19.9
42826,20.0
329351,4.8
290717,310.1
45049,75.9
87129,76.8
309957,50.4
40525,14.1
273347,44.8
132295,1.7
397237,22.4
411528,50.3
417472,14.6
35487,249.1
51299,19.3
3043,53.6
7272,82.7
314497,6.6
283562,798.6
427611,8.3
254580,30.7
241600,22.0
302172,13.1
356918,81.8
98432,14.6
462804,48.9
380280,16.6
191195,24.4
245035,24.4
393373,6.7
176594,1465.0
30926,13.8
105194,14.0
144606,126.4
16922,263.8
78911,220.9
59362,155.1
321786,324.2
137201,193.9
373849,30.5
212418,293.7
286296,42.9
185190,103.1
386790,9.6
352926,215.3
199235,16.6
132176,4.5
268964,89.0
322171,28.7
182019,13.3
265572,13.5
73217,11.0
396977,23.4
239967,79.3
328777,426.7
228649,25.9
323169,7.3
82317,53.4
150408,96.3
166125,10.4
195305,84.7
44099,76.7
220710,67.4
295195,71.3
237150,20.2
47873,250.5
402883,4.4
397194,12.0
466972,12.2
209882,26.2
317206,2725.0
61424,145.8
81562,13.2
363431,91.8
48893,6.9
251471,72.5
278403,14.1
436041,65.4
21659,24.6
468244,64.6
145026,14.4
289805,204.2
238999,16.0
348187,651.3
22265,4407.2
387279,4.1
258882,19.7
209152,255.5
446620,2598.9
453452,27.3
166825,90.1
17459,106.8
373055,430.6
236495,49.1
101426,72.4
228396,110.5
283887,146.6
8584,38.2
34580,32.0
129774,19.3
307677,1071.5
61025,10.1
250750,13.2
136453,3.3
391143,1005.8
269044,1817.3
25161,27.8
402328,75.6
100014,26.6
254757,90.4
468759,2484.0
460019,81.0
182402,11.2
55837,17.6
155494,4298.1
88813,258.5
20345,13.7
5802,40.0
416767,43.3
222008,5.4
201334,10.3
74774,221.9
74139,172.2
143525,1111.0
210873,23.1
109805,22.1
105593,13.3
176414,9.9
50439,33.0
259991,62.6
156422,5.8
32595,22.8
4112,74.6
225057,29.7
70885,88.0
376987,5.3
248644,75.7
277076,283.7
398086,45.5
332387,132.5
463867,168.2
5476,17.0
248540,45.7
160310,78.7
137352,4.6
45341,72.6
142314,46.5
94934,2.8
347770,49.5
133869,368.5
330309,23.5
154411,10.1
273630,2.5
423524,26.8
197383,121.4
74039,18.6
283860,82.1
372000,1174.8
389328,62.5
422092,13.0
301848,21.7
332838,307.6
281080,61.5
3075,40.6
92388,46.8
182968,8.5
357488,172.9
294434,10.6
197140,36.9
247223,38.6
53381,750.4
60528,94.2
405242,5.0
168252,41.8
218547,45.4
63063,63.2
378166,67.0
321582,4.0
262309,16.1
131448,37.8
338414,87.8
165836,18.3
12732,608.1
5309,29.6
313455,21.1
2873,467.6
428914,23.4
75441,33.3
114969,47.0
445435,33.2
144308,217.5
458328,68.9
85411,118.0
423014,17.8
176888,11.7
368323,15.8
114871,4.2
281190,30.0
270210,77.5
19791,57.5
180479,60.9
201939,11.0
267331,66.2
106254,202.0
23788,3.9
312243,90.8
179060,1.8
258189,77.9
265093,11.1
157073,3.8
455239,76.3
423301,5.2
419516,399.6
31089,10.7
247863,58.2
268838,1849.7
31350,7.6
164587,7.8
419100,1259.4
76880,7.6
127107,8.0
360295,172.0
347054,31.2
300960,34.1
457705,7.8
155716,986.2
305682,46.0
350169,35.8
344350,293.2
464117,5.4
84160,34.2
220288,8.7
438010,18.0
349731,9059.9
190179,40.0
152387,97.8
422617,513.2
317117,11.8
389334,2.1
454331,38.0
378999,289.4
469651,19.4
261586,7.2
439990,39.5
57272,3.5
178855,420.3
250944,159.9
429797,4.1
418533,14.7
186360,408.9
305261,9.6
285695,83.6
368277,5.2
287290,24.7
303577,60.8
103923,278.0
365477,188.1
425023,7518.2
20466,6.4
76368,62.0
167646,7.1
345260,69.9
423542,187.0
173487,21.1
17568,22.0
335512,14.0
349562,834.8
32858,2.3
379393,696.8
333405,26.6
83785,14.4
85018,59.9
140095,12.6
461823,6.4
183053,280.6
450737,13.0
295029,87.5
328650,471.8
329866,242.2
404747,6.1
47826,6.5
300651,1.9
119932,16.4
433993,85.1
306875,4.8
230750,134.7
19524,14.4
386054,10.1
434523,29.5
427590,17.4
189108,76.5
392935,866.3
367214,81.4
307842,72.7
186617,8.9
240388,1.9
11830,10.7
181100,517.8
174867,74.0
1206,15.7
78642,280.5
66702,15.8
446342,11.5
376400,63.1
260675,214.8
37623,20.0
143440,15.6
247675,14.3
73242,3.0
418298,39.7
210129,1064.1
346618,34.7
277716,81.8
276859,48.4
238372,50.2
56259,26.9
38717,17.1
374379,49.8
231004,16.2
123366,13.5
231557,40.3
225828,15.3
403213,197.0
221766,6371.7
459275,44.2
401640,119.0
407953,15.8
33503,2.7
438684,40.4
227179,423.2
70988,3.7
279301,267.9
131188,18.1
384079,80.4
77014,1554.3
58021,29.9
362670,17.0
147129,13.5
191461,0.1
92822,1157.3
119305,3.7
87759,64.0
70697,419.5
450618,120.5
453744,258.4
74727,2.7
16212,46.9
99553,51.6
322053,15.8
402355,11.8
406574,20.3
294022,31.3
87592,36.6
272438,13.8
136834,771.3
188800,124.8
3741,1096.9
328521,500.6
282308,44.5
24685,46.6
268515,27.1
463903,28.7
24956,20.1
159959,20.3
363846,19.2
309096,49.6
261684,18.1
187115,10.3
276526,24.2
347430,782.4
85927,4.8
191460,24.8
343660,1828.1
333914,46.7
173077,2.1
79573,14.8
196177,7.766666666666666
108908,1443.9
387345,1356.1
51517,26.0
385206,38.6
96057,181.1
285953,4.1
95572,11.5
271242,12.3
298531,135.5
134182,19.5
146031,33.1
375670,43.2
192070,24.1
99964,385.3
460691,1337.1
82677,9.4
458909,6.2
101298,271.0
339249,7.2
440116,174.9
282299,141.1
18724,224.3
254972,45.4
74474,19.3
233552,145.2
437963,162.8
208273,26.3
208799,15.6
416153,26.7
200903,9.7
207547,434.5
171979,124.4
193755,17.9
243876,137.8
152009,13.5
7047,13.3
166684,1697.7
462199,2.6
416217,34.7
379924,20.8
201171,13.0
470615,32.6
225150,73.8
224636,55.4
305330,43.1
207637,11.5
240208,60.5
269763,1.8
332973,48.0
335452,68.0
318491,124.8
293714,356.9
343468,529.6
403309,13.7
330677,37.0
217342,48.0
413860,13.1
353277,168.2
47619,34.4
264698,200.4
188551,230.4
253885,24.9
200489,20.2
408067,7.1
377701,13.7
70463,45.4
432523,252.2
233187,84.1
144600,3.6
40549,51.5
240980,6.0
326736,50.1
338791,65.9
28235,333.6
326406,16.3
116534,133.6
322754,71.1
105213,43.7
156293,17.0
64605,149.8
378016,12.3
182043,33.2
38202,5.6
186685,4.8
59560,220.1
385587,11.9
239622,46.6
455758,157.8
379100,101.6
316591,4.8
450327,87.6
432034,145.3
454430,68.3
215328,31.5
222142,138.0
112924,41130.2
371130,14.8
430007,209.5
45092,38.0
237015,7.3
373606,9.6
345533,68.9
108847,30.2
325872,15.0
168764,43.2
425803,2665.4
261217,15.7
406135,3.8
177837,18.2
319951,348.3
652,19.1
17280,34.3
69923,30.2
295024,65.4
36474,205.1
270197,254.9
8045,512.0
444995,15667.2
220862,5.2
364818,129.0
172298,33.9
255546,498.2
38748,17.5
148340,398.4
321077,3.9
240385,6.9
346243,33.6
302439,6.7
1589,501.3
400091,9.2
143546,191.5
320267,151.0
6333,55.5
267388,57.5
145340,165.3
110717,30.9
338465,19.1
415060,51.4
266935,3.0
469224,15.7
221129,87.7
220969,66.2
43345,10.2
51198,68.2
256266,18.7
257034,23.8
458757,57.6
470045,22.0
329186,10.0
308862,55.1
426956,257.3
378776,62.0
194110,6634.0
462298,83.9
269833,1026.2
3570,7.9
408490,8.4
271166,9.2
149148,132.2
274054,22.8
21699,3.2
235723,11.7
363187,16.0
439485,56.7
423435,153.1
457764,362.9
304427,139.8
176870,8.4
140390,40.3
89511,2243.1
105170,108.4
158977,19.4
464555,1.6
37388,11.1
104197,35.2
380266,260.0
107629,31.6
330467,38.0
217502,6.9
312894,12.6
253757,8.6
434813,32.2
405388,203.8
264409,74.5
167731,11.8
204292,41.8
349992,8.9
231,13.0
356972,18.5
245009,38.3
111589,137.8
160574,25.0
102943,13.8
347902,15.3
348502,58.3
56353,9.5
23254,1.7
326168,28.4
421605,51.7
318209,34.9
464322,168.3
169782,36.5
80036,26.1
101322,48.4
458288,36.6
434534,48.8
259243,10.8
308815,282.5
405336,64.7
445012,12.3
443383,104.3
132859,32.7
355811,0.4
32751,34.5
376824,2171.5
134893,20.5
322364,17.3
404268,14.1
104558,64.5
187339,570.2
142194,200.6
373083,6.4
376338,8.6
55630,1.4
189009,11.0
184122,3388.0
167050,22.4
447909,8.1
417098,8.0
144255,632.0
101997,54.1
162010,57.6
325389,393.5
368021,51.0
272724,38.4
340055,10.7
298240,16.2
111756,143.1
198562,22.4
212242,46.2
188658,110.6
468057,67.0
437388,104.0
243677,108.9
132597,57.1
34470,32.0
86970,38.9
420340,5.3
195683,3.8
85945,36.9
203219,170.7
282563,320.0
319075,41.1
141261,4.7
311690,2072.6
74113,58.6
398556,21.7
123170,35.7
285141,7.7
26619,5.9
226392,83.3
78849,16.4
408609,51.7
395453,633.8
417634,14.7
356996,27.1
70664,3.3
397427,18443.4
154107,32.8
390829,160.0
350022,12.6
446339,1547.7
399368,185.4
216387,20.9
110821,92.9
404475,209.9
423735,39.0
48718,44.3
75709,3.7
4654,52.5
397695,135.2
8785,21.6
432736,40.1
367292,8.3
120227,1.3
33627,71.9
254460,27.5
129369,323.5
191094,3.5
352108,70.0
194238,21.1
287938,16.2
149912,5593.1
241957,42.7
317368,25.4
137423,5.1
115008,120.7
374487,1166.8
178029,77.1
221123,46.7
55374,12.0
335503,12.1
266787,6.5
221984,20.8
56729,2.9
256845,272.4
451320,10.0
408705,6.0
304717,0.7
322104,23.8
103443,183.3
122244,34.4
303140,10.4
108660,46.4
411757,43.7
365967,863.8
230439,60.5
283505,257.6
215278,21.0
302828,217.4
454304,95.8
72971,20.8
342305,21.6
245192,33.5
409931,7.6
363475,93.4
235265,94.4
252189,123.9
151840,21.2
304774,24.7
154165,18.5
261364,18.3
205106,29.6
411282,74.6
123533,89.6
431217,8.9
449770,234.9
374589,10.9
376741,20.5
262801,350.5
272003,7.0
401862,52.1
459723,24.7
146532,191.3
387292,4.4
297404,13.4
226593,82.3
133648,14.6
160852,2733.0
196113,6.6
205490,32.1
313950,8.5
402158,3.8
296179,4.2
106551,3.6
336378,156.9
340662,182.5
422806,181.4
189188,127.6
188545,30.6
236731,13.5
297670,45.7
2602,639.1
321994,70.7
170820,6.2
415657,169.4
33118,22.3
95240,14.9
140675,61.8
145879,42.4
190579,59.9
181588,11.2
61087,219.7
380608,3253.9
105084,3.1
34531,39.6
179805,24.1
340728,42.2
370962,361.1
94366,140.9
361963,7.9
427094,73.2
332836,17.5
317162,182.4
339234,42.1
4331,50.9
26273,38.0
24864,134.0
192603,14.0
367750,647.1
295569,265.0
468043,116.1
153875,146.9
279875,105.1
410128,12.7
86999,43.3
31570,520.3
164642,105.6
242728,12.6
429256,163.5
61767,233.2
26127,13.6
121040,20.0
290260,339.6
249142,89.0
147653,27.0
402607,19.6
359511,4.3
308180,1.8
50231,19.3
325669,74.6
161146,5.1
207247,23.8
252147,11.4
6179,534.1
266768,90.2
319347,20.5
276274,55.7
277973,43.8
57697,180.8
409152,588.4
463411,57.7
54176,49.8
139047,25.7
73429,5.9
67845,446.3
309490,112.7
455698,73.1
221653,365.7
251624,3.5
390080,5.3
60747,237.2
94343,20.9
381866,113.9
5502,23.1
86011,21.7
347515,19.9
193836,73.7
8552,41.0
396896,8.9
452760,7.6
136070,331.3
48312,14.6
136642,0.9
152013,15.5
13406,3.5
241127,87.7
168216,123.4
310316,16.4
12758,72.6
198717,41.2
277333,574.8
392973,29.0
208595,23.5
93593,70.3
237069,161.7
403014,65.4
271151,20.3
104591,6.1
12651,372.0
113551,23.1
376507,265.7
419180,6.2
134658,52.6
153539,20.1
59797,61.8
255977,31.5
192214,99.6
427052,2766.0
421967,97.2
177099,4.0
398460,8.8
109349,47.1
18965,89.2
115244,24.4
58462,8.3
61817,9.4
393212,94.2
228405,24.0
118437,11.7
408103,9.3
177558,22.1
291563,393.6
253281,9.4
144765,19.9
464867,62.8
55695,36.1
96979,230.1
274873,7.8
20482,9.5
128407,478.7
382078,85.1
315883,188.8
389546,72.1
465764,6.3
113917,72.0
332896,16.0
28555,7.0
198890,16.3
39336,170.8
145732,20.1
273886,5797.0
272715,23.7
85897,114.5
191614,56.4
12996,17.1
147124,346.0
51750,63.0
169393,31.8
103699,560.1
10944,17.7
212588,24.9
258560,211.6
225777,10.4
267092,19.8
21445,86.5
63567,8.1
131225,13.3
119787,0.7
119510,475.0
323317,1403.9
72613,435.0
404312,18.2
268262,1.7
324849,94.9
396357,14.2
71968,726.3
307655,44.4
372078,13.8
70922,121.4
396653,274.8
404817,15.8
430294,64.1
446195,5.8
371740,68.8
234328,7.4
453901,55.5
417919,89.9
13293,30.7
122929,32.4
61200,64.8
141938,134.8
383345,16.0
429221,57.8
348444,8.8
259350,68.2
43879,10.2
157905,53.3
95069,123.5
400348,69.8
267397,48.6
133417,26.4
103046,117.3
11513,6.5
446645,2672.7
329468,603.8
96174,69.3
374201,45.9
237910,49.4
262045,5.5
69504,14.4
412361,19619.2
254731,2.8
220928,32.3
356044,168.6
138516,2036.9
47340,102.4
72304,8.0
220637,825.3
155631,17.3
347922,102.0
211985,52.0
226489,306.6
211807,8.6
182988,4.6
72023,83.1
195932,251.8
218177,24.3
185166,20.1
57246,25.4
333985,22.0
202757,10.5
230846,5.0
46711,19.5
349370,13.5
403180,1608.2
437804,117.1
387368,47.6
235510,6.3
18685,59.5
112035,102.6
100252,886.9
277834,76.0
87868,14.3
360757,315.9
397942,28.7
178500,12.3
76288,18.5
247785,440.6
232763,8.1
469342,93.7
82319,347.1
446336,41.9
273591,99.4
27190,185.5
202657,37.5
147488,300.0
304258,12.9
334882,35.0
286186,207.2
274999,20.7
177553,14.0
118494,20.9
450378,5.9
333375,5.9
66983,41.1
295196,3.2
469498,351.2
145436,25.0
443438,75.6
228777,5.5
155870,83.9
276022,76.4
